Week,Open,Close
20140407,2,0
20140421,4,0
20140505,4,1
20140519,5,1
20140602,8,1
20140609,9,2
20140623,12,5
20140707,13,9
20140728,15,9
20140804,16,11
20140811,18,14
20140901,19,14
20140908,21,16
20140915,23,16
20140922,24,17
20140929,25,17
20141013,27,19
20141020,27,21
20141110,29,21
20141117,29,23
20141124,30,26
20141208,31,26
20141215,33,26
20150105,37,28
20150216,38,28
20150223,38,29
20150309,39,29
20150323,40,29
20150406,43,32
20150413,45,36
20150420,46,36
20150427,48,40
20150504,50,43
20150511,52,45
20150615,53,45
20150622,54,46
20150629,56,47
20150706,56,48
20150713,57,49
20150720,58,51
20150817,59,51
20150831,61,54
20150914,61,56
20151005,63,56
20151012,64,57
20151102,66,57
20151109,68,58
20151123,70,59
20151130,70,62
20160229,71,62
20160307,72,62
20160321,73,62
20160328,74,62
20160404,75,63
20160411,75,66
20160425,76,67
20160502,77,68
20160509,77,70
20160523,78,70
20160530,79,71
